issue_id,from_status,to_status,changed_at,changed_by
1005,In Test,Done,2025-09-11 11:28:17,r.silva
1005,Done,Released,2025-09-18 09:00:00,j.tan
1006,,Backlog,2025-09-01 12:59:44,m.okafor
1006,Waiting for In Progress,In Progress,2025-09-05 04:08:55,m.okafor
1006,In Progress,Waiting for Test,2025-09-05 10:33:13,r.silva
1006,Waiting for Test,In Test,2025-09-05 13:09:09,j.tan
1006,In Test,Done,2025-09-05 17:03:54,r.silva
1006,Done,Released,2025-09-11 09:00:00,m.okafor
1007,,Backlog,2025-09-03 05:17:53,j.tan
1007,Backlog,Waiting for In Progress,05/09/2025 09:55,j.tan
1007,Waiting for In Progress,In Progress,2025-09-08 00:30:30,m.okafor
1007,In Progress,Waiting for Test,2025-09-08 15:22:56,r.silva
1007,Waiting for Test,In Test,2025-09-11 15:22:08,r.silva
1007,In Test,Done,2025-09-11 20:00:15,j.tan
1007,Done,Released,2025-09-18 09:00:00,j.tan
1008,,Backlog,2025-09-01 12:51:36,j.tan
1008,Backlog,Waiting for In Progress,2025-09-02 00:28:36,m.okafor
1008,In Progress,Waiting for Test,2025-09-08 02:40:46,m.okafor
1008,Waiting for Test,In Test,2025-09-09 01:38:35,m.okafor
1008,In Test,Done,2025-09-09 10:30:48,j.tan
1008,Done,Released,2025-09-11 09:00:00,m.okafor
1009,,Backlog,01/09/2025 15:26,j.tan
1009,Backlog,Waiting for In Progress,2025-09-04 01:26:32,m.okafor
1009,Waiting for In Progress,In Progress,2025-09-04 04:30:02,j.tan
1009,In Progress,Waiting for Test,2025-09-05 14:02:44,r.silva
1009,Waiting for Test,In Test,2025-09-08 17:14:04,m.okafor
1009,In Test,Done,2025-09-08 22:51:42,m.okafor
1009,Done,Released,2025-09-11 09:00:00,m.okafor
1010,,Backlog,2025-09-01 16:07:12,r.silva
1010,Backlog,Waiting for In Progress,02/09/2025 03:06,m.okafor
1010,Waiting for In Progress,In Progress,2025-09-08 08:12:46,j.tan
1010,In Progress,Waiting for Test,2025-09-08 18:52:32,m.okafor
1010,Waiting for Test,In Test,2025-09-10 00:48:01,m.okafor
1010,In Test,Done,2025-09-10 09:46:29,j.tan
1010,Done,Released,2025-09-11 09:00:00,r.silva
1011,,Backlog,2025-09-02 03:47:17,r.silva
1011,Backlog,Waiting for In Progress,2025-09-04 03:20:01,j.tan
1011,Waiting for In Progress,In Progress,2025-09-08 15:09:53,r.silva
1011,In Progress,Waiting for Test,09/09/2025 05:05,j.tan
1011,Waiting for Test,In Test,2025-09-10 18:28:14,r.silva
1011,In Test,Done,2025-09-10 23:07:47,j.tan
1011,Done,Released,2025-09-11 09:00:00,r.silva
1012,,Backlog,2025-09-02 18:12:26,r.silva
1012,Backlog,Waiting for In Progress,2025-09-05 16:44:27,m.okafor
1012,Waiting for In Progress,In Progress,2025-09-10 03:40:37,r.silva
1012,In Progress,Waiting for Test,2025-09-11 00:57:49,m.okafor
1012,Waiting for Test,In Test,2025-09-15 19:47:28,r.silva
1012,In Test,Done,2025-09-16 04:04:17,j.tan
1012,Done,Released,2025-09-18 09:00:00,m.okafor
1013,,Backlog,2025-09-02 18:04:32,l.moreau
1013,Backlog,Waiting for In Progress,2025-09-08 00:27:30,d.byrne
1013,Waiting for In Progress,In Progress,2025-09-09 15:52:58,l.moreau
1013,In Progress,Waiting for Test,2025-09-09 22:18:39,d.byrne
1013,Waiting for Test,In Test,2025-09-12 20:26:20,d.byrne
1013,In Test,Done,2025-09-15 02:01:35,d.byrne
1013,Done,In Progress,2025-09-15 14:17:39,l.moreau
1013,In Progress,Waiting for Test,2025-09-16 14:17:16,l.moreau
1013,Waiting for Test,In Test,2025-09-17 08:36:50,l.moreau
1013,In Test,Done,2025-09-17 14:45:50,l.moreau
1013,Done,Released,2025-09-18 09:00:00,d.byrne
1014,,Backlog,2025-09-02 20:09:36,d.byrne
1014,Backlog,Waiting for In Progress,05/09/2025 16:06,d.byrne
1014,Waiting for In Progress,In Progress,2025-09-08 04:03:35,d.byrne
1014,In Progress,Waiting for Test,2025-09-08 12:21:30,l.moreau
1014,Waiting for Test,In Test,2025-09-11 05:13:24,d.byrne
1014,In Test,Done,2025-09-11 07:37:16,d.byrne
1014,Done,Released,11/09/2025 09:00,l.moreau
1015,,Backlog,2025-08-28 18:14:58,d.byrne
1015,Backlog,Waiting for In Progress,29/08/2025 23:40,l.moreau
1015,Waiting for In Progress,In Progress,2025-09-03 10:21:11,d.byrne
1015,In Progress,Waiting for Test,2025-09-04 05:51:43,l.moreau
1015,Waiting for Test,In Test,08/09/2025 06:34,d.byrne
1015,In Test,Done,08/09/2025 14:31,d.byrne
1015,Done,In Progress,2025-09-10 12:35:03,l.moreau
1015,In Progress,Waiting for Test,2025-09-10 21:40:00,l.moreau
1015,Waiting for Test,In Test,2025-09-12 06:38:28,l.moreau
1015,In Test,Done,2025-09-12 20:10:52,d.byrne
1015,Done,Released,2025-09-18 09:00:00,l.moreau
1016,,Backlog,01/09/2025 16:39,l.moreau
1016,Backlog,Waiting for In Progress,2025-09-03 15:05:03,l.moreau
1016,Waiting for In Progress,In Progress,2025-09-08 06:18:11,d.byrne
1016,In Progress,Waiting for Test,2025-09-08 16:24:29,l.moreau
1016,Waiting for Test,In Test,2025-09-09 15:48:13,l.moreau
1016,In Test,Done,2025-09-09 22:21:03,l.moreau
1016,Done,Released,2025-09-11 09:00:00,d.byrne
1017,,Backlog,2025-09-02 15:18:50,d.byrne
1017,Backlog,Waiting for In Progress,2025-09-04 23:56:05,d.byrne
1017,Waiting for In Progress,In Progress,2025-09-08 17:21:25,d.byrne
1017,In Progress,Waiting for Test,09/09/2025 22:06,d.byrne
1017,Waiting for Test,In Test,2025-09-12 08:52:42,l.moreau
1017,In Test,Done,2025-09-12 16:56:42,d.byrne
1017,Done,Released,2025-09-18 09:00:00,l.moreau
1018,,Backlog,2025-09-01 19:36:19,l.moreau
1018,Backlog,Waiting for In Progress,2025-09-03 20:32:28,l.moreau
1018,Waiting for In Progress,In Progress,2025-09-05 20:07:19,d.byrne
1018,In Progress,Waiting for Test,08/09/2025 14:23,l.moreau
1018,Waiting for Test,In Test,2025-09-08 16:59:08,l.moreau
1018,In Test,Done,2025-09-08 21:37:23,l.moreau
1018,Done,Released,11/09/2025 09:00,l.moreau
1019,,Backlog,2025-09-02 01:00:51,d.byrne
1019,Backlog,Waiting for In Progress,2025-09-03 18:32:45,l.moreau
1019,Waiting for In Progress,In Progress,2025-09-08 17:09:09,l.moreau
1019,In Progress,Waiting for Test,09/09/2025 14:56,d.byrne
1019,Waiting for Test,In Test,2025-09-11 17:03:24,d.byrne
1019,In Test,Done,2025-09-11 21:29:55,l.moreau
1019,Done,Released,2025-09-18 09:00:00,l.moreau
1020,,Backlog,2025-09-03 02:48:29,l.moreau
1020,Backlog,Waiting for In Progress,2025-09-05 04:23:36,l.moreau
1020,Waiting for In Progress,In Progress,2025-09-05 10:54:59,d.byrne
1020,In Progress,Waiting for Test,2025-09-08 03:03:55,d.byrne
1020,Waiting for Test,In Test,2025-09-10 09:15:23,l.moreau
1020,In Test,Done,2025-09-10 15:27:00,l.moreau
1020,Done,In Progress,2025-09-11 16:24:00,d.byrne
1020,In Progress,Waiting for Test,2025-09-11 19:27:52,l.moreau
1020,Waiting for Test,In Test,15/09/2025 03:20,l.moreau
1020,In Test,Done,2025-09-15 08:36:59,d.byrne
1020,Done,Released,2025-09-18 09:00:00,l.moreau
1020,Waiting for In Progress,In Progress,2025-09-05 10:54:59,d.byrne
1021,,Backlog,29/08/2025 03:57,l.moreau
1021,Backlog,Waiting for In Progress,2025-09-01 18:02:27,d.byrne
1021,Waiting for In Progress,In Progress,2025-09-05 03:20:35,l.moreau
1021,In Progress,Waiting for Test,2025-09-05 13:30:33,l.moreau
1021,Waiting for Test,In Test,2025-09-08 09:17:47,d.byrne
1021,In Test,Done,08/09/2025 20:27,l.moreau
1021,Done,Released,2025-09-11 09:00:00,l.moreau
1022,,Backlog,2025-09-01 11:59:44,p.nair
1022,Backlog,Waiting for In Progress,2025-09-03 23:16:58,p.nair
1022,Waiting for In Progress,In Progress,2025-09-08 18:02:24,p.nair
1022,In Progress,Waiting for Test,2025-09-09 05:18:45,p.nair
1022,Waiting for Test,In Test,2025-09-11 08:08:00,a.kowalski
1022,In Test,Done,2025-09-11 11:36:26,s.rossi
1022,Done,Released,2025-09-18 09:00:00,s.rossi
1023,,Backlog,02/09/2025 02:54,p.nair
1023,Backlog,Waiting for In Progress,2025-09-04 16:54:59,p.nair
1023,Waiting for In Progress,In Progress,2025-09-04 21:43:45,p.nair
1023,In Progress,Waiting for Test,2025-09-05 02:07:55,s.rossi
1023,Waiting for Test,In Test,2025-09-08 07:34:20,p.nair
1023,In Test,Done,2025-09-08 19:41:08,p.nair
1023,Done,Released,2025-09-11 09:00:00,p.nair
1024,,Backlog,29/08/2025 16:42,p.nair
1024,Backlog,Waiting for In Progress,2025-09-01 18:56:31,s.rossi
1024,Waiting for In Progress,In Progress,05/09/2025 17:36,p.nair
1024,In Progress,Waiting for Test,2025-09-08 07:42:33,s.rossi
1024,Waiting for Test,In Test,2025-09-09 16:47:58,a.kowalski
1024,In Test,Done,2025-09-10 08:25:32,s.rossi
1024,Done,Released,2025-09-11 09:00:00,p.nair
1025,,Backlog,2025-09-01 17:54:56,a.kowalski
1025,Backlog,Waiting for In Progress,05/09/2025 03:31,s.rossi
1025,Waiting for In Progress,In Progress,2025-09-08 14:11:53,p.nair
1025,In Progress,Waiting for Test,2025-09-08 20:58:33,a.kowalski
1025,Waiting for Test,In Test,2025-09-09 10:27:19,a.kowalski
1025,In Test,Done,2025-09-09 13:38:14,s.rossi
1025,Done,Released,2025-09-11 09:00:00,p.nair
1026,,Backlog,2025-09-02 15:16:24,s.rossi
1026,Backlog,Waiting for In Progress,2025-09-08 00:31:19,p.nair
1026,Waiting for In Progress,In Progress,2025-09-10 22:31:08,p.nair
1026,In Progress,Waiting for Test,2025-09-11 03:38:55,s.rossi
1026,Waiting for Test,In Test,2025-09-12 13:13:47,p.nair
1026,In Test,Done,2025-09-12 18:17:04,p.nair
1026,Done,Released,2025-09-18 09:00:00,p.nair
1027,,Backlog,2025-09-01 20:10:21,c.mendes
1027,Backlog,Waiting for In Progress,2025-09-02 21:31:04,c.mendes
1027,Waiting for In Progress,In Progress,2025-09-03 23:31:13,c.mendes
1027,In Progress,Waiting for Test,2025-09-04 17:46:32,h.ozturk
1027,Waiting for Test,In Test,05/09/2025 04:51,c.mendes
1027,In Test,Done,2025-09-05 11:40:43,c.mendes
1027,Done,Released,2025-09-11 09:00:00,h.ozturk
1028,,Backlog,2025-09-01 01:32:03,h.ozturk
1028,Backlog,Waiting for In Progress,2025-09-03 05:03:17,c.mendes
1028,Waiting for In Progress,In Progress,2025-09-08 00:57:45,c.mendes
1028,In Progress,Waiting for Test,2025-09-08 22:59:35,c.mendes
1028,Waiting for Test,In Test,2025-09-11 14:33:05,c.mendes
1028,In Test,Done,11/09/2025 17:44,c.mendes
1028,Done,Released,2025-09-18 09:00:00,c.mendes
1029,,Backlog,2025-09-01 22:57:27,h.ozturk
1029,Backlog,Waiting for In Progress,2025-09-03 20:34:30,c.mendes
1029,Waiting for In Progress,In Progress,2025-09-08 08:21:05,c.mendes
1029,In Progress,Waiting for Test,2025-09-08 15:54:41,h.ozturk
1029,Waiting for Test,In Test,2025-09-10 09:01:40,h.ozturk
1029,In Test,Done,2025-09-10 17:08:08,h.ozturk
1029,Done,Released,2025-09-11 09:00:00,c.mendes
1030,,Backlog,2025-08-29 04:12:15,h.ozturk
1030,Backlog,Waiting for In Progress,2025-09-01 04:13:25,c.mendes
1030,Waiting for In Progress,In Progress,2025-09-02 12:48:40,c.mendes
1030,In Progress,Waiting for Test,2025-09-04 13:40:38,c.mendes
1030,Waiting for Test,In Test,2025-09-04 23:46:21,c.mendes
1030,In Test,Done,2025-09-05 08:51:53,c.mendes
1030,Done,Released,2025-09-11 09:00:00,h.ozturk
1031,,Backlog,2025-09-02 09:55:12,h.ozturk
1031,Backlog,Waiting for In Progress,04/09/2025 12:03,h.ozturk
1031,Waiting for In Progress,In Progress,2025-09-08 12:21:39,c.mendes
1031,In Progress,Waiting for Test,2025-09-10 13:58:37,c.mendes
1031,Waiting for Test,In Test,2025-09-15 21:48:17,c.mendes
1031,In Test,Done,16/09/2025 06:12,h.ozturk
1031,Done,Released,2025-09-18 09:00:00,h.ozturk
1032,,Backlog,2025-09-03 09:47:41,h.ozturk
1032,Backlog,Waiting for In Progress,2025-09-08 20:16:46,c.mendes
1032,Waiting for In Progress,In Progress,2025-09-10 13:42:46,h.ozturk
1032,In Progress,Waiting for Test,2025-09-11 00:21:11,c.mendes
1032,Waiting for Test,In Test,2025-09-15 12:08:30,c.mendes
1032,In Test,Done,2025-09-15 15:06:29,c.mendes
1032,Done,Released,18/09/2025 09:00,c.mendes
1033,,Backlog,2025-09-01 13:57:52,h.ozturk
1033,Backlog,Waiting for In Progress,2025-09-03 07:04:24,c.mendes
1033,Waiting for In Progress,In Progress,2025-09-08 02:03:46,h.ozturk
1033,In Progress,Waiting for Test,2025-09-08 17:58:05,h.ozturk
1033,Waiting for Test,In Test,2025-09-11 08:12:30,c.mendes
1033,In Test,Done,2025-09-12 00:17:26,c.mendes
1033,Done,Released,2025-09-18 09:00:00,c.mendes
1034,,Backlog,2025-09-16 12:20:08,j.tan
1034,Backlog,Waiting for In Progress,2025-09-19 13:59:03,r.silva
1034,Waiting for In Progress,In Progress,2025-09-22 07:11:24,m.okafor
1034,In Progress,Waiting for Test,2025-09-22 14:12:28,r.silva
1034,Waiting for Test,In Test,2025-09-25 18:17:30,j.tan
1034,In Test,Done,2025-09-26 02:19:26,m.okafor
1034,Done,Released,2025-10-02 09:00:00,r.silva
1035,,Backlog,2025-09-15 07:12:14,j.tan
1035,Backlog,Waiting for In Progress,2025-09-18 18:57:55,r.silva
1035,In Progress,Waiting for Test,2025-09-24 05:47:23,r.silva
1035,Waiting for Test,In Test,2025-09-26 13:58:41,j.tan
1035,In Test,Done,2025-09-26 15:55:52,m.okafor
1035,Done,Released,2025-10-02 09:00:00,r.silva
1036,,Backlog,2025-09-16 07:32:14,j.tan
1036,Backlog,Waiting for In Progress,2025-09-18 22:06:30,r.silva
1036,Waiting for In Progress,In Progress,22/09/2025 02:00,m.okafor
1036,In Progress,Waiting for Test,2025-09-22 21:26:30,r.silva
1036,Waiting for Test,In Test,2025-09-24 18:04:32,r.silva
1036,In Test,Done,2025-09-25 00:15:18,r.silva
1036,Done,Released,2025-09-25 09:00:00,r.silva
1037,,Backlog,2025-09-16 14:59:01,r.silva
1037,Backlog,Waiting for In Progress,2025-09-19 00:42:03,j.tan
1037,Waiting for In Progress,In Progress,2025-09-22 04:29:09,r.silva
1037,In Progress,Waiting for Test,2025-09-22 15:39:49,j.tan
1037,Waiting for Test,In Test,2025-09-23 14:31:41,m.okafor
1037,In Test,Done,2025-09-23 19:00:13,m.okafor
1037,Done,Released,25/09/2025 09:00,r.silva
1038,,Backlog,2025-09-16 17:12:23,j.tan
1038,Backlog,Waiting for In Progress,2025-09-19 00:00:30,r.silva
1038,Waiting for In Progress,In Progress,2025-09-22 20:36:24,m.okafor
1038,In Progress,Waiting for Test,2025-09-23 05:28:26,m.okafor
1038,Waiting for Test,In Test,2025-09-23 18:02:00,j.tan
1038,In Test,Done,2025-09-24 00:23:42,m.okafor
1038,Done,Released,2025-09-25 09:00:00,r.silva
1039,,Backlog,2025-09-15 20:01:22,r.silva
1039,Backlog,Waiting for In Progress,2025-09-18 11:28:57,r.silva
1039,Waiting for In Progress,In Progress,2025-09-18 23:05:34,r.silva
1039,In Progress,Waiting for Test,2025-09-22 01:51:55,m.okafor
1039,Waiting for Test,In Test,22/09/2025 20:35,j.tan
1039,In Test,Done,2025-09-23 02:53:12,m.okafor
1039,Done,Released,2025-09-25 09:00:00,r.silva
1040,,Backlog,2025-09-16 09:20:53,m.okafor
1040,Backlog,Waiting for In Progress,2025-09-17 15:42:05,r.silva
1040,Waiting for In Progress,In Progress,2025-09-22 17:04:34,r.silva
1040,In Progress,Waiting for Test,23/09/2025 07:28,r.silva
1040,Waiting for Test,In Test,2025-09-24 14:18:16,m.okafor
1040,In Test,Done,2025-09-24 18:13:00,r.silva
1040,Done,In Progress,2025-09-29 11:52:25,m.okafor
1040,In Progress,Waiting for Test,2025-09-29 19:08:52,m.okafor
1040,Waiting for Test,In Test,2025-09-30 13:54:33,r.silva
1040,In Test,Done,2025-09-30 18:36:42,r.silva
1040,Done,Released,2025-10-02 09:00:00,r.silva
1041,,Backlog,2025-09-15 22:26:57,m.okafor
1041,Backlog,Waiting for In Progress,2025-09-19 07:47:38,r.silva
1041,Waiting for In Progress,In Progress,2025-09-22 23:29:04,m.okafor
1041,In Progress,Waiting for Test,2025-09-24 21:36:30,r.silva
1042,,Backlog,2025-09-17 19:31:21,m.okafor
1042,Backlog,Waiting for In Progress,2025-09-18 21:00:46,r.silva
1042,Waiting for In Progress,In Progress,2025-09-22 07:19:05,r.silva
1042,In Progress,Waiting for Test,2025-09-23 16:43:19,m.okafor
1042,Waiting for Test,In Test,2025-09-24 10:32:02,r.silva
1042,In Test,Done,2025-09-24 12:11:11,m.okafor
1042,Done,Released,2025-09-25 09:00:00,m.okafor
1043,,Backlog,2025-09-16 07:10:21,j.tan
1043,Backlog,Waiting for In Progress,2025-09-17 13:06:34,j.tan
1043,Waiting for In Progress,In Progress,2025-09-22 13:40:53,r.silva
1043,In Progress,Waiting for Test,2025-09-23 11:33:32,j.tan
1043,Waiting for Test,In Test,2025-09-24 19:53:54,m.okafor
1043,In Test,Done,2025-09-25 09:35:07,r.silva
1043,Done,Released,2025-10-02 09:00:00,r.silva
1044,,Backlog,2025-09-16 15:04:49,r.silva
1044,Backlog,Waiting for In Progress,2025-09-18 17:35:08,r.silva
1044,Waiting for In Progress,In Progress,2025-09-22 13:47:10,m.okafor
1044,In Progress,Waiting for Test,2025-09-23 02:46:37,m.okafor
1044,Waiting for Test,In Test,2025-09-25 13:36:19,r.silva
1044,In Test,Done,2025-09-26 02:36:48,j.tan
1044,Done,Released,2025-10-02 09:00:00,r.silva
1044,Done,Released,2025-10-02 09:00:00,r.silva
1045,,Backlog,2025-09-16 03:51:08,j.tan
1045,Backlog,Waiting for In Progress,2025-09-16 10:12:42,j.tan
1045,Waiting for In Progress,In Progress,2025-09-16 13:11:03,r.silva
1045,In Progress,Waiting for Test,2025-09-18 10:13:57,m.okafor
1045,Waiting for Test,In Test,2025-09-22 11:31:32,r.silva
1045,In Test,Done,2025-09-22 15:02:52,m.okafor
1045,Done,Released,2025-09-25 09:00:00,j.tan
1046,,Backlog,2025-09-15 22:49:33,d.byrne
1046,Backlog,Waiting for In Progress,2025-09-18 23:41:52,d.byrne
1046,Waiting for In Progress,In Progress,2025-09-22 17:27:28,d.byrne
1046,In Progress,Waiting for Test,2025-09-23 10:01:17,l.moreau
1046,Waiting for Test,In Test,2025-09-25 00:51:33,d.byrne
1046,In Test,Done,2025-09-25 08:00:21,l.moreau
1046,Done,Released,2025-09-25 09:00:00,d.byrne
1047,,Backlog,2025-09-16 05:19:55,d.byrne
1047,Backlog,Waiting for In Progress,2025-09-16 20:26:44,l.moreau
1047,Waiting for In Progress,In Progress,2025-09-18 05:09:45,l.moreau
1047,In Progress,Waiting for Test,2025-09-18 07:12:24,d.byrne
1047,Waiting for Test,In Test,2025-09-18 08:23:10,d.byrne
1047,In Test,Done,2025-09-19 02:33:31,l.moreau
1047,Done,Released,2025-09-25 09:00:00,l.moreau
1048,,Backlog,2025-09-12 08:45:56,d.byrne
1048,Backlog,Waiting for In Progress,2025-09-15 21:15:47,l.moreau
1048,Waiting for In Progress,In Progress,2025-09-19 02:47:04,l.moreau
1048,In Progress,Waiting for Test,2025-09-19 22:23:31,d.byrne
1048,Waiting for Test,In Test,2025-09-22 20:51:42,d.byrne
1048,In Test,Done,23/09/2025 00:16,d.byrne
1048,Done,Released,2025-09-25 09:00:00,l.moreau
1049,,Backlog,2025-09-11 19:17:45,l.moreau
1049,Backlog,Waiting for In Progress,2025-09-15 07:50:16,d.byrne
1049,Waiting for In Progress,In Progress,2025-09-17 03:31:19,l.moreau
1049,In Progress,Waiting for Test,2025-09-17 14:04:32,d.byrne
1049,Waiting for Test,In Test,2025-09-18 09:50:52,d.byrne
1049,In Test,Done,2025-09-18 20:07:11,d.byrne
1049,Done,Released,2025-09-25 09:00:00,l.moreau
1050,,Backlog,2025-09-12 06:25:55,d.byrne
1050,Backlog,Waiting for In Progress,2025-09-15 01:53:14,d.byrne
1050,Waiting for In Progress,In Progress,2025-09-18 18:48:44,d.byrne
1050,In Progress,Waiting for Test,2025-09-19 20:39:22,l.moreau
1050,Waiting for Test,In Test,2025-09-22 03:25:02,d.byrne
1050,In Test,Done,2025-09-22 07:27:40,l.moreau
1050,Done,Released,2025-09-25 09:00:00,l.moreau
1051,,Backlog,2025-09-16 12:27:55,a.kowalski
1051,Backlog,Waiting for In Progress,2025-09-19 01:28:08,p.nair
1051,Waiting for In Progress,In Progress,2025-09-23 00:24:41,a.kowalski
1051,In Progress,Waiting for Test,2025-09-23 19:04:16,s.rossi
1051,Waiting for Test,In Test,2025-09-25 07:22:59,a.kowalski
1051,In Test,Done,2025-09-25 11:49:05,s.rossi
1051,Done,Released,2025-10-02 09:00:00,a.kowalski
1052,,Backlog,2025-09-15 08:11:11,a.kowalski
1052,Backlog,Waiting for In Progress,2025-09-18 02:38:17,a.kowalski
1052,Waiting for In Progress,In Progress,2025-09-18 11:41:54,a.kowalski
1052,In Progress,Waiting for Test,2025-09-18 21:40:36,s.rossi
1052,Waiting for Test,In Test,2025-09-19 16:44:43,p.nair
1052,In Test,Done,2025-09-19 20:02:38,p.nair
1052,Done,Released,2025-09-25 09:00:00,p.nair
1053,,Backlog,2025-09-15 03:54:26,p.nair
1053,Backlog,Waiting for In Progress,2025-09-17 18:10:51,p.nair
1053,Waiting for In Progress,In Progress,2025-09-22 01:46:26,p.nair
1053,In Progress,Waiting for Test,2025-09-22 17:38:25,p.nair
1053,Waiting for Test,In Test,2025-09-23 04:42:53,s.rossi
1053,In Test,Done,2025-09-23 11:03:03,p.nair
1053,Done,Released,25/09/2025 09:00,p.nair
1054,,Backlog,2025-09-15 23:25:25,p.nair
1054,Backlog,Waiting for In Progress,2025-09-19 15:30:50,s.rossi
1054,Waiting for In Progress,In Progress,2025-09-24 10:21:08,a.kowalski
1054,In Progress,Waiting for Test,2025-09-25 01:32:08,a.kowalski
1054,Waiting for Test,In Test,2025-09-29 20:45:48,p.nair
1054,In Test,Done,2025-09-30 10:30:02,s.rossi
1054,Done,Released,2025-10-02 09:00:00,a.kowalski
1055,,Backlog,2025-09-15 14:25:04,s.rossi
1055,Backlog,Waiting for In Progress,2025-09-19 00:47:46,s.rossi
1055,Waiting for In Progress,In Progress,22/09/2025 22:03,a.kowalski
1055,In Progress,Waiting for Test,2025-09-23 10:13:40,s.rossi
1055,Waiting for Test,In Test,2025-09-26 08:09:18,p.nair
1055,In Test,Done,2025-09-26 18:12:38,a.kowalski
1055,Done,Released,2025-10-02 09:00:00,p.nair
1056,,Backlog,2025-09-12 23:15:25,p.nair
1056,Backlog,Waiting for In Progress,2025-09-15 08:16:46,p.nair
1056,Waiting for In Progress,In Progress,2025-09-19 11:45:01,p.nair
1056,In Progress,Waiting for Test,2025-09-19 14:58:15,a.kowalski
1056,Waiting for Test,In Test,2025-09-22 03:22:24,s.rossi
1056,In Test,Done,2025-09-22 12:27:01,s.rossi
1056,Done,Released,2025-09-25 09:00:00,s.rossi
1057,,Backlog,2025-09-16 04:59:54,p.nair
1057,Backlog,Waiting for In Progress,2025-09-16 13:53:30,s.rossi
1057,Waiting for In Progress,In Progress,2025-09-16 21:42:03,p.nair
1057,In Progress,Waiting for Test,2025-09-17 05:11:28,a.kowalski
1057,Waiting for Test,In Test,2025-09-17 10:38:43,p.nair
1057,In Test,Done,17/09/2025 14:51,a.kowalski
1057,Done,Released,2025-09-18 09:00:00,p.nair
1058,,Backlog,2025-09-15 23:39:09,s.rossi
1058,Backlog,Waiting for In Progress,2025-09-17 16:05:46,a.kowalski
1058,Waiting for In Progress,In Progress,22/09/2025 09:16,s.rossi
1058,In Progress,Waiting for Test,23/09/2025 02:48,p.nair
1058,Waiting for Test,In Test,2025-09-25 16:29:09,p.nair
1058,In Test,Done,2025-09-26 00:22:56,a.kowalski
1058,Done,Released,2025-10-02 09:00:00,p.nair
1059,,Backlog,2025-09-16 18:30:15,a.kowalski
1059,Backlog,Waiting for In Progress,2025-09-19 17:03:29,p.nair
1059,Waiting for In Progress,In Progress,2025-09-24 06:11:02,p.nair
1059,In Progress,Waiting for Test,2025-09-24 16:37:28,p.nair
1059,Waiting for Test,In Test,25/09/2025 16:45,p.nair
1059,In Test,Done,2025-09-26 06:32:43,s.rossi
1059,Done,Released,2025-10-02 09:00:00,a.kowalski
1060,,Backlog,2025-09-17 08:13:02,p.nair
1060,Waiting for In Progress,In Progress,2025-09-24 02:56:24,a.kowalski
1060,In Progress,Waiting for Test,2025-09-24 20:32:56,a.kowalski
1060,Waiting for Test,In Test,2025-09-29 17:47:56,a.kowalski
1060,In Test,Done,2025-09-30 03:19:21,p.nair
1060,Done,In Progress,2025-10-06 20:01:55,p.nair
1060,In Progress,Waiting for Test,2025-10-07 04:26:15,a.kowalski
1060,Waiting for Test,In Test,2025-10-08 11:14:57,p.nair
1060,In Test,Done,08/10/2025 19:00,p.nair
1060,Done,Released,2025-10-16 09:00:00,a.kowalski
