issue_id,epic_id,team_id,sprint_id,issue_type,summary,assignee,story_points,created_at,release_id
1077,10,1,3,Story,Story 1077,r.silva,3,2025-09-30 10:29:08,5
1078,11,1,3,Bug,Bug 1078,m.okafor,3,2025-09-29 13:33:26,5
1079,10,1,3,Task,Task 1079,j.tan,2,2025-09-26 02:33:46,5
1080,11,1,3,Story,Story 1080,r.silva,2,2025-09-26 21:29:00,5
1081,10,1,3,Task,Task 1081,r.silva,3,2025-09-29 21:46:34,5
1082,12,2,3,Story,Story 1082,l.moreau,5,2025-09-29 15:40:15,5
1083,12,2,3,Story,Story 1083,d.byrne,1,2025-09-29 09:28:49,5
1084,12,2,3,Story,Story 1084,d.byrne,2,2025-09-25 23:04:02,5
1085,13,2,3,Story,Story 1085,d.byrne,,2025-09-29 15:37:05,5
1086,13,2,3,Bug,Bug 1086,d.byrne,8,2025-09-29 08:23:43,5
1087,12,2,3,Task,Task 1087,l.moreau,5,2025-09-30 03:14:52,5
1088,12,2,3,Task,Task 1088,d.byrne,8,2025-09-25 17:01:29,5
1089,12,2,3,Bug,Bug 1089,d.byrne,5,2025-09-29 17:46:20,5
1090,15,3,3,Task,Task 1090,s.rossi,8,2025-09-29 12:44:19,5
1091,15,3,3,Story,Story 1091,p.nair,1,2025-09-30 12:11:19,5
1092,15,3,3,Task,Task 1092,a.kowalski,13,2025-09-29 20:53:07,5
1093,15,3,3,Story,Story 1093,p.nair,1,2025-10-01 00:47:56,5
1094,15,3,3,Bug,Bug 1094,s.rossi,1,2025-09-26 19:39:16,5
1095,14,3,3,Task,Task 1095,a.kowalski,1,2025-09-29 06:45:06,5
1096,14,3,3,Bug,Bug 1096,s.rossi,2,2025-09-29 01:13:23,5
1097,15,3,3,Story,Story 1097,s.rossi,13,2025-09-30 02:31:34,5
1098,17,5,3,Story,Story 1098,c.mendes,13,2025-09-29 20:10:11,5
1099,17,5,3,Bug,Bug 1099,h.ozturk,,2025-09-30 07:44:27,5
1100,16,5,3,Story,Story 1100,c.mendes,3,2025-09-29 08:46:01,5
1101,17,5,3,Bug,Bug 1101,h.ozturk,3,2025-09-29 07:43:16,
1102,16,5,3,Story,Story 1102,c.mendes,,2025-09-26 22:02:04,5
1103,16,5,3,Story,Story 1103,h.ozturk,5,2025-09-29 23:45:07,5
1104,16,5,3,Bug,Bug 1104,h.ozturk,8,2025-09-30 02:31:04,5
1105,17,5,3,Spike,Spike 1105,c.mendes,,2025-09-29 03:27:21,5
1106,16,5,3,Task,Task 1106,c.mendes,3,2025-09-29 18:48:56,5
1107,17,5,3,Bug,Bug 1107,h.ozturk,1,2025-09-29 23:01:08,5
1108,17,5,3,Story,Story 1108,h.ozturk,13,2025-09-26 00:59:00,5
1109,10,1,4,Story,Story 1109,j.tan,8,2025-10-10 11:20:40,6
1110,10,1,4,Story,Story 1110,r.silva,8,2025-10-13 20:16:02,6
1111,10,1,4,Story,Story 1111,r.silva,1,2025-10-13 05:28:31,6
1112,11,1,4,Story,Story 1112,r.silva,1,2025-10-13 23:44:16,6
1113,10,1,4,Bug,Bug 1113,j.tan,8,2025-10-09 15:04:18,6
1114,10,1,4,Story,Story 1114,r.silva,5,2025-10-14 20:28:38,
1115,10,1,4,Story,Story 1115,m.okafor,8,2025-10-13 17:23:07,6
1116,11,1,4,Bug,Bug 1116,r.silva,,2025-10-10 17:31:35,6
1117,11,1,4,Bug,Bug 1117,r.silva,,2025-10-14 14:47:05,6
1118,10,1,4,Bug,Bug 1118,r.silva,5,2025-10-13 06:46:29,6
1119,10,1,4,Task,Task 1119,j.tan,8,2025-10-14 08:44:04,7
1120,13,2,4,Bug,Bug 1120,l.moreau,3,2025-10-13 17:30:31,6
1121,12,2,4,Story,Story 1121,d.byrne,1,2025-10-13 01:25:30,6
1122,12,2,4,Story,Story 1122,d.byrne,,2025-10-13 10:23:39,6
1123,12,2,4,Story,Story 1123,l.moreau,3,2025-10-09 11:39:38,6
1124,13,2,4,Story,Story 1124,l.moreau,5,2025-10-10 10:54:23,6
1125,13,2,4,Bug,Bug 1125,d.byrne,1,2025-10-13 04:56:55,6
1126,12,2,4,Task,Task 1126,l.moreau,5,2025-10-13 11:39:04,
1127,12,2,4,Story,Story 1127,l.moreau,8,2025-10-13 19:28:47,6
1128,12,2,4,Story,Story 1128,l.moreau,8,2025-10-09 20:01:43,5
1129,13,2,4,Spike,Spike 1129,l.moreau,,2025-10-10 06:41:57,5
1130,13,2,4,Bug,Bug 1130,d.byrne,2,2025-10-13 07:19:21,6
1131,15,3,4,Story,Story 1131,a.kowalski,8,2025-10-13 17:30:12,6
1132,14,3,4,Bug,Bug 1132,a.kowalski,3,2025-10-14 16:39:00,6
1133,14,3,4,Bug,Bug 1133,p.nair,1,2025-10-10 16:43:05,6
1134,14,3,4,Story,Story 1134,p.nair,8,2025-10-10 12:20:59,6
1135,14,3,4,Task,Task 1135,p.nair,1,2025-10-13 14:36:23,6
1136,16,5,4,Story,Story 1136,c.mendes,2,2025-10-09 23:58:34,6
1137,16,5,4,Story,Story 1137,h.ozturk,,2025-10-13 20:59:42,6
1138,17,5,4,Story,Story 1138,h.ozturk,8,2025-10-10 18:52:45,6
1139,16,5,4,Story,Story 1139,h.ozturk,8,2025-10-09 10:00:58,6
1140,17,5,4,Story,Story 1140,c.mendes,1,2025-10-13 00:52:11,6
1141,17,5,4,Story,Story 1141,c.mendes,8,2025-10-14 13:51:08,6
1142,17,5,4,Task,Task 1142,c.mendes,1,2025-10-13 11:18:02,6
1143,17,5,4,Story,Story 1143,c.mendes,8,2025-10-09 23:49:46,6
1144,16,5,4,Story,Story 1144,h.ozturk,1,2025-10-14 14:08:05,6
1145,16,5,4,Bug,Bug 1145,h.ozturk,,2025-10-09 14:01:43,6
1146,17,5,4,Story,Story 1146,h.ozturk,1,2025-10-13 08:11:05,6
1147,10,1,5,Story,Story 1147,r.silva,1,2025-10-23 21:23:06,
1148,10,1,5,Task,Task 1148,r.silva,,2025-10-24 00:55:26,7
1149,11,1,5,Story,Story 1149,r.silva,2,2025-10-28 20:03:23,8
1150,11,1,5,Story,Story 1150,r.silva,5,2025-10-27 21:02:57,7
1151,10,1,5,Task,Task 1151,r.silva,5,2025-10-27 12:29:25,7
1152,10,1,5,Story,Story 1152,r.silva,13,2025-10-27 18:36:01,7
1153,11,1,5,Bug,Bug 1153,r.silva,5,2025-10-24 22:17:03,8
1154,10,1,5,Spike,Spike 1154,j.tan,,2025-10-27 13:03:35,8
1155,10,1,5,Bug,Bug 1155,j.tan,5,2025-10-27 07:18:00,
1156,11,1,5,Story,Story 1156,m.okafor,3,2025-10-27 20:44:20,8
1157,10,1,5,Task,Task 1157,r.silva,,2025-10-27 12:55:37,7
1158,11,1,5,Bug,Bug 1158,j.tan,8,2025-10-27 12:33:46,8
1159,13,2,5,Story,Story 1159,l.moreau,8,2025-10-23 14:50:22,
1160,13,2,5,Task,Task 1160,l.moreau,8,2025-10-23 10:45:19,
1161,12,2,5,Story,Story 1161,l.moreau,1,2025-10-27 23:21:15,7
1162,12,2,5,Bug,Bug 1162,d.byrne,13,2025-10-27 03:32:06,8
1163,13,2,5,Task,Task 1163,d.byrne,2,2025-10-24 09:24:03,8
1164,13,2,5,Story,Story 1164,l.moreau,8,2025-10-27 17:09:11,8
1165,12,2,5,Bug,Bug 1165,d.byrne,5,2025-10-27 13:00:07,8
1166,12,2,5,Task,Task 1166,l.moreau,5,2025-10-27 08:05:15,8
1167,13,2,5,Story,Story 1167,d.byrne,5,2025-10-27 15:10:25,8
1168,13,2,5,Story,Story 1168,l.moreau,13,2025-10-27 10:40:43,
1169,12,2,5,Bug,Bug 1169,d.byrne,1,2025-10-27 03:51:18,8
1170,13,2,5,Bug,Bug 1170,l.moreau,5,2025-10-27 16:38:06,7
1171,14,3,5,Story,Story 1171,s.rossi,13,2025-10-27 02:53:29,
1172,14,3,5,Story,Story 1172,a.kowalski,8,2025-10-24 19:45:57,8
1173,15,3,5,Story,Story 1173,s.rossi,8,2025-10-24 13:33:58,7
1174,14,3,5,Story,Story 1174,s.rossi,,2025-10-24 03:16:04,7
1175,14,3,5,Story,Story 1175,s.rossi,,2025-10-27 14:11:23,8
1176,15,3,5,Bug,Bug 1176,p.nair,2,2025-10-27 17:07:56,7
1177,14,3,5,Story,Story 1177,a.kowalski,3,2025-10-27 21:00:36,8
1178,16,5,5,Story,Story 1178,h.ozturk,5,2025-10-23 17:59:45,
1179,16,5,5,Bug,Bug 1179,h.ozturk,5,2025-10-28 14:48:11,8
1180,16,5,5,Story,Story 1180,h.ozturk,1,2025-10-27 23:44:07,
1181,16,5,5,Story,Story 1181,h.ozturk,8,2025-10-24 02:35:47,8
1182,17,5,5,Task,Task 1182,c.mendes,8,2025-10-27 10:36:49,7
1183,16,5,5,Bug,Bug 1183,h.ozturk,3,2025-10-23 23:56:37,
1184,10,1,6,Bug,Bug 1184,j.tan,8,2025-11-07 07:59:20,9
1185,10,1,6,Bug,Bug 1185,j.tan,,2025-11-06 12:47:33,9
1186,10,1,6,Story,Story 1186,m.okafor,2,2025-11-10 03:28:44,9
1187,10,1,6,Story,Story 1187,m.okafor,8,2025-11-10 17:23:47,9
1188,10,1,6,Bug,Bug 1188,j.tan,8,2025-11-10 04:05:26,9
1189,11,1,6,Story,Story 1189,m.okafor,13,2025-11-10 00:14:16,9
1190,10,1,6,Bug,Bug 1190,m.okafor,3,2025-11-10 09:52:27,9
1191,12,2,6,Task,Task 1191,d.byrne,,2025-11-10 23:49:08,9
1192,13,2,6,Story,Story 1192,d.byrne,5,2025-11-11 22:11:22,9
1193,13,2,6,Story,Story 1193,l.moreau,5,2025-11-07 11:56:39,9
1194,13,2,6,Story,Story 1194,d.byrne,,2025-11-07 07:18:57,9
1195,12,2,6,Story,Story 1195,l.moreau,8,2025-11-10 00:42:07,
1196,12,2,6,Bug,Bug 1196,l.moreau,,2025-11-10 01:18:26,10
1197,12,2,6,Story,Story 1197,d.byrne,,2025-11-10 10:17:27,9
1198,12,2,6,Spike,Spike 1198,d.byrne,,2025-11-10 16:05:34,9
1199,12,2,6,Bug,Bug 1199,d.byrne,2,2025-11-11 00:24:03,9
1200,13,2,6,Bug,Bug 1200,l.moreau,,2025-11-10 00:59:27,9
1201,13,2,6,Bug,Bug 1201,l.moreau,13,2025-11-11 16:44:13,10
1202,14,3,6,Bug,Bug 1202,p.nair,2,2025-11-10 23:52:10,
1203,14,3,6,Story,Story 1203,a.kowalski,1,2025-11-06 21:09:02,9
1204,15,3,6,Bug,Bug 1204,a.kowalski,1,2025-11-11 16:50:42,10
1205,14,3,6,Story,Story 1205,s.rossi,5,2025-11-10 15:49:24,9
1206,14,3,6,Bug,Bug 1206,a.kowalski,,2025-11-10 01:46:12,9
1207,16,5,6,Bug,Bug 1207,h.ozturk,5,2025-11-07 21:29:46,9
1208,17,5,6,Bug,Bug 1208,c.mendes,13,2025-11-10 22:46:27,10
1209,16,5,6,Task,Task 1209,c.mendes,5,2025-11-11 16:07:51,
1210,17,5,6,Task,Task 1210,c.mendes,13,2025-11-10 21:26:38,9
1211,16,5,6,Bug,Bug 1211,c.mendes,2,2025-11-10 21:29:21,9
1212,10,1,7,Bug,Bug 1212,r.silva,3,2025-11-25 14:31:57,11
1213,11,1,7,Story,Story 1213,m.okafor,3,2025-11-24 10:59:07,11
1214,11,1,7,Story,Story 1214,j.tan,,2025-11-24 07:48:27,11
1215,11,1,7,Bug,Bug 1215,j.tan,13,2025-11-24 10:19:43,11
1216,11,1,7,Task,Task 1216,r.silva,8,2025-11-21 07:48:56,11
1217,11,1,7,Story,Story 1217,r.silva,5,2025-11-24 11:53:57,11
1218,10,1,7,Bug,Bug 1218,r.silva,5,2025-11-24 14:42:14,11
1219,11,1,7,Story,Story 1219,r.silva,8,2025-11-20 12:53:37,11
1220,12,2,7,Story,Story 1220,d.byrne,2,2025-11-21 19:20:51,11
1221,13,2,7,Bug,Bug 1221,l.moreau,1,2025-11-24 15:03:45,11
1222,13,2,7,Story,Story 1222,d.byrne,5,2025-11-24 05:55:09,11
1223,12,2,7,Story,Story 1223,l.moreau,5,2025-11-24 00:04:33,11
1224,12,2,7,Task,Task 1224,l.moreau,2,2025-11-24 08:07:51,11
1225,12,2,7,Task,Task 1225,d.byrne,13,2025-11-26 00:15:27,11
1226,12,2,7,Bug,Bug 1226,d.byrne,8,2025-11-24 08:12:45,11
1227,12,2,7,Task,Task 1227,d.byrne,5,2025-11-24 22:07:39,11
1228,12,2,7,Task,Task 1228,l.moreau,3,2025-11-21 05:23:47,
1229,13,2,7,Task,Task 1229,d.byrne,13,2025-11-24 02:49:11,11
1230,13,2,7,Spike,Spike 1230,l.moreau,,2025-11-24 14:54:26,11
1231,13,2,7,Story,Story 1231,d.byrne,3,2025-11-24 21:54:52,11
1232,15,3,7,Story,Story 1232,p.nair,,2025-11-26 00:47:41,11
1233,14,3,7,Task,Task 1233,p.nair,8,2025-11-24 01:35:14,11
1234,15,3,7,Story,Story 1234,p.nair,5,2025-11-24 09:15:56,11
1235,14,3,7,Bug,Bug 1235,p.nair,2,2025-11-26 00:20:03,11
1236,14,3,7,Task,Task 1236,s.rossi,1,2025-11-24 18:13:25,11
1237,15,3,7,Story,Story 1237,s.rossi,2,2025-11-21 06:09:39,11
1238,14,3,7,Story,Story 1238,a.kowalski,2,2025-11-24 21:58:30,11
1239,14,3,7,Story,Story 1239,p.nair,,2025-11-24 02:42:38,11
1240,15,3,7,Task,Task 1240,a.kowalski,3,2025-11-24 05:55:28,10
1241,16,5,7,Story,Story 1241,c.mendes,5,2025-11-20 12:56:03,
1242,17,5,7,Story,Story 1242,c.mendes,2,2025-11-24 20:35:38,11
1243,17,5,7,Task,Task 1243,c.mendes,5,2025-11-21 10:24:01,11
1244,17,5,7,Story,Story 1244,c.mendes,8,2025-11-24 15:19:26,11
1245,17,5,7,Bug,Bug 1245,h.ozturk,,2025-11-24 07:51:45,11
1246,10,1,8,Bug,Bug 1246,r.silva,8,2025-12-09 20:15:56,14
1247,11,1,8,Bug,Bug 1247,m.okafor,2,2025-12-08 09:35:59,13
1248,10,1,8,Story,Story 1248,r.silva,2,2025-12-08 23:08:26,13
1249,10,1,8,Story,Story 1249,r.silva,3,2025-12-09 16:46:04,13
1250,10,1,8,Story,Story 1250,j.tan,,2025-12-04 12:44:11,13
1251,11,1,8,Story,Story 1251,m.okafor,8,2025-12-09 05:04:11,13
1252,10,1,8,Story,Story 1252,j.tan,5,2025-12-08 04:09:10,13
1253,12,2,8,Story,Story 1253,d.byrne,5,2025-12-08 09:50:17,13
1254,12,2,8,Bug,Bug 1254,l.moreau,5,2025-12-04 15:40:56,13
1255,13,2,8,Story,Story 1255,d.byrne,8,2025-12-08 12:56:09,13
1256,13,2,8,Task,Task 1256,d.byrne,5,2025-12-08 22:24:41,14
1257,12,2,8,Story,Story 1257,l.moreau,,2025-12-08 17:06:27,13
1258,13,2,8,Story,Story 1258,d.byrne,1,2025-12-08 07:58:57,13
1259,14,3,8,Story,Story 1259,a.kowalski,,2025-12-08 03:32:50,13
1260,15,3,8,Task,Task 1260,s.rossi,1,2025-12-05 14:10:10,14
1261,14,3,8,Bug,Bug 1261,a.kowalski,8,2025-12-08 22:48:54,13
1262,14,3,8,Story,Story 1262,s.rossi,5,2025-12-05 20:19:18,13
1263,14,3,8,Story,Story 1263,p.nair,8,2025-12-08 00:37:33,13
1264,15,3,8,Story,Story 1264,s.rossi,8,2025-12-08 12:44:19,13
1265,15,3,8,Story,Story 1265,a.kowalski,5,2025-12-04 15:32:29,12
1266,15,3,8,Spike,Spike 1266,p.nair,,2025-12-09 19:16:56,13
1267,17,5,8,Story,Story 1267,c.mendes,8,2025-12-08 23:31:52,13
1268,17,5,8,Story,Story 1268,h.ozturk,1,2025-12-09 14:20:33,13
1269,17,5,8,Bug,Bug 1269,c.mendes,8,2025-12-09 12:56:16,13
1270,16,5,8,Story,Story 1270,h.ozturk,1,2025-12-08 12:58:08,13
1271,16,5,8,Bug,Bug 1271,h.ozturk,1,2025-12-08 06:55:56,13
1272,17,5,8,Task,Task 1272,h.ozturk,8,2025-12-08 09:11:46,12
1273,17,5,8,Story,Story 1273,h.ozturk,8,2025-12-09 04:12:17,13
1274,16,5,8,Bug,Bug 1274,c.mendes,,2025-12-09 09:28:33,14
1275,11,1,9,Bug,Bug 1275,m.okafor,5,2025-12-23 05:16:13,15
1276,11,1,9,Story,Story 1276,m.okafor,1,2025-12-22 15:50:56,15
1277,11,1,9,Spike,Spike 1277,m.okafor,,2025-12-22 23:30:45,14
1278,11,1,9,Bug,Bug 1278,j.tan,8,2025-12-23 14:49:22,15
1279,10,1,9,Task,Task 1279,j.tan,3,2025-12-22 07:14:46,15
1280,11,1,9,Bug,Bug 1280,j.tan,13,2025-12-23 23:30:09,15
1281,10,1,9,Bug,Bug 1281,m.okafor,2,2025-12-22 07:28:24,14
1282,10,1,9,Task,Task 1282,m.okafor,8,2025-12-22 23:10:54,14
1283,10,1,9,Story,Story 1283,m.okafor,5,2025-12-22 23:48:17,14
1284,12,2,9,Story,Story 1284,d.byrne,8,2025-12-22 05:16:14,14
1285,13,2,9,Story,Story 1285,d.byrne,8,2025-12-22 13:06:29,15
1286,12,2,9,Story,Story 1286,d.byrne,2,2025-12-23 23:27:26,14
1287,12,2,9,Bug,Bug 1287,d.byrne,8,2025-12-22 09:15:30,15
1288,12,2,9,Story,Story 1288,l.moreau,8,2025-12-18 13:26:56,
1289,12,2,9,Bug,Bug 1289,l.moreau,8,2025-12-19 21:48:33,15
1290,12,2,9,Spike,Spike 1290,l.moreau,,2025-12-22 08:09:50,15
1291,12,2,9,Story,Story 1291,l.moreau,2,2025-12-23 12:42:40,15
1292,13,2,9,Story,Story 1292,l.moreau,8,2025-12-22 10:11:15,14
1293,12,2,9,Story,Story 1293,d.byrne,8,2025-12-23 05:10:44,15
1294,15,3,9,Story,Story 1294,p.nair,3,2025-12-18 20:43:03,14
1295,14,3,9,Spike,Spike 1295,s.rossi,,2025-12-18 18:15:16,14
1296,15,3,9,Story,Story 1296,p.nair,5,2025-12-22 09:58:05,14
1297,15,3,9,Story,Story 1297,a.kowalski,1,2025-12-22 10:08:35,15
1298,14,3,9,Story,Story 1298,s.rossi,8,2025-12-23 14:10:00,15
1299,15,3,9,Story,Story 1299,p.nair,1,2025-12-19 16:36:23,14
1300,15,3,9,Story,Story 1300,a.kowalski,13,2025-12-23 03:53:22,14
1301,17,5,9,Bug,Bug 1301,h.ozturk,5,2025-12-22 23:12:19,15
1302,17,5,9,Story,Story 1302,h.ozturk,1,2025-12-18 20:59:43,14
1303,17,5,9,Story,Story 1303,h.ozturk,,2025-12-19 03:42:30,14
1304,17,5,9,Bug,Bug 1304,h.ozturk,3,2025-12-18 20:25:36,16
1305,16,5,9,Story,Story 1305,h.ozturk,1,2025-12-22 23:54:16,16
1306,16,5,9,Spike,Spike 1306,c.mendes,,2025-12-23 14:59:50,15
1307,16,5,9,Story,Story 1307,c.mendes,1,2025-12-22 11:35:20,14
1308,17,5,9,Bug,Bug 1308,c.mendes,,2025-12-22 12:30:20,15
1309,17,5,9,Story,Story 1309,h.ozturk,5,2025-12-22 06:20:27,14
1310,17,5,9,Bug,Bug 1310,c.mendes,3,2025-12-19 07:49:25,14
1311,16,5,9,Story,Story 1311,c.mendes,1,2025-12-19 15:19:59,15
1312,11,1,10,Task,Task 1312,j.tan,5,2026-01-05 21:41:42,16
1313,11,1,10,Story,Story 1313,j.tan,8,2026-01-01 18:00:53,16
1314,11,1,10,Bug,Bug 1314,j.tan,8,2026-01-05 17:48:38,16
1315,10,1,10,Story,Story 1315,m.okafor,5,2026-01-02 14:59:33,16
1316,11,1,10,Task,Task 1316,m.okafor,,2026-01-05 14:28:29,16
1317,10,1,10,Story,Story 1317,j.tan,5,2026-01-06 20:45:45,17
1318,10,1,10,Bug,Bug 1318,r.silva,1,2026-01-06 06:41:48,17
1319,10,1,10,Story,Story 1319,j.tan,8,2026-01-05 11:42:32,
1320,11,1,10,Bug,Bug 1320,r.silva,,2026-01-05 13:35:22,16
1321,11,1,10,Story,Story 1321,j.tan,3,2026-01-05 06:14:56,16
1322,10,1,10,Story,Story 1322,j.tan,5,2026-01-06 14:03:16,16
1323,11,1,10,Bug,Bug 1323,r.silva,5,2026-01-05 08:04:49,16
1324,12,2,10,Story,Story 1324,d.byrne,2,2026-01-05 07:09:28,16
1325,13,2,10,Story,Story 1325,d.byrne,1,2026-01-05 01:25:38,
1326,13,2,10,Task,Task 1326,l.moreau,8,2026-01-02 03:14:39,16
1327,12,2,10,Story,Story 1327,l.moreau,8,2026-01-02 17:06:26,16
1328,12,2,10,Task,Task 1328,l.moreau,5,2026-01-05 11:56:58,16
1329,13,2,10,Story,Story 1329,d.byrne,8,2026-01-06 16:50:56,
1330,13,2,10,Bug,Bug 1330,l.moreau,13,2026-01-01 11:13:44,16
1331,13,2,10,Story,Story 1331,l.moreau,8,2026-01-02 06:15:48,16
1332,12,2,10,Bug,Bug 1332,l.moreau,8,2026-01-02 06:30:47,16
1333,15,3,10,Bug,Bug 1333,a.kowalski,1,2026-01-01 11:56:19,16
1334,14,3,10,Story,Story 1334,s.rossi,5,2026-01-02 01:46:48,16
1335,14,3,10,Task,Task 1335,s.rossi,5,2026-01-05 19:16:29,16
1336,14,3,10,Story,Story 1336,a.kowalski,1,2026-01-05 12:37:17,16
